Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(827860k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=178958336 -XX:MaxTenuringThreshold=6 -XX:NewSize=178958336 -XX:OldPLABSize=16 -XX:OldSize=357912576 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseParNewGC 
2020-11-19T15:07:28.107-0800: 1.035: [GC (Allocation Failure) 2020-11-19T15:07:28.107-0800: 1.036: [ParNew: 139776K->7023K(157248K), 0.0107224 secs] 139776K->7023K(506816K), 0.0109514 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:30.021-0800: 62.949: [GC (Allocation Failure) 2020-11-19T15:08:30.021-0800: 62.949: [ParNew: 140285K->470K(157248K), 0.0033389 secs] 173809K->33995K(506816K), 0.0034299 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.106-0800: 63.033: [GC (Allocation Failure) 2020-11-19T15:08:30.106-0800: 63.033: [ParNew: 140246K->481K(157248K), 0.0031171 secs] 173771K->34006K(506816K), 0.0032113 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.183-0800: 63.110: [GC (Allocation Failure) 2020-11-19T15:08:30.183-0800: 63.110: [ParNew: 140257K->473K(157248K), 0.0028399 secs] 173782K->33998K(506816K), 0.0029459 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.257-0800: 63.184: [GC (Allocation Failure) 2020-11-19T15:08:30.257-0800: 63.184: [ParNew: 140249K->488K(157248K), 0.0027332 secs] 173774K->34012K(506816K), 0.0028293 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.333-0800: 63.260: [GC (Allocation Failure) 2020-11-19T15:08:30.333-0800: 63.260: [ParNew: 140264K->525K(157248K), 0.0031777 secs] 173788K->34049K(506816K), 0.0032682 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.406-0800: 63.333: [GC (Allocation Failure) 2020-11-19T15:08:30.406-0800: 63.333: [ParNew: 140301K->538K(157248K), 0.0027914 secs] 173825K->34063K(506816K), 0.0028903 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.474-0800: 63.402: [GC (Allocation Failure) 2020-11-19T15:08:30.475-0800: 63.402: [ParNew: 140314K->522K(157248K), 0.0027586 secs] 173839K->34046K(506816K), 0.0029605 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:30.541-0800: 63.468: [GC (Allocation Failure) 2020-11-19T15:08:30.541-0800: 63.468: [ParNew: 140298K->542K(157248K), 0.0028380 secs] 173822K->34066K(506816K), 0.0029489 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:31.534-0800: 64.461: [GC (Allocation Failure) 2020-11-19T15:08:31.534-0800: 64.461: [ParNew: 140318K->490K(157248K), 0.0028135 secs] 173842K->34014K(506816K), 0.0029197 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:31.603-0800: 64.530: [GC (Allocation Failure) 2020-11-19T15:08:31.603-0800: 64.530: [ParNew: 140266K->492K(157248K), 0.0027918 secs] 173790K->34016K(506816K), 0.0029379 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:31.676-0800: 64.603: [GC (Allocation Failure) 2020-11-19T15:08:31.676-0800: 64.603: [ParNew: 140268K->492K(157248K), 0.0028297 secs] 173792K->34016K(506816K), 0.0029198 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:31.749-0800: 64.677: [GC (Allocation Failure) 2020-11-19T15:08:31.750-0800: 64.677: [ParNew: 140268K->508K(157248K), 0.0024487 secs] 173792K->34033K(506816K), 0.0026087 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:31.824-0800: 64.752: [GC (Allocation Failure) 2020-11-19T15:08:31.824-0800: 64.752: [ParNew: 140284K->464K(157248K), 0.0023960 secs] 173809K->33989K(506816K), 0.0024882 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:31.899-0800: 64.827: [GC (Allocation Failure) 2020-11-19T15:08:31.899-0800: 64.827: [ParNew: 140240K->502K(157248K), 0.0027869 secs] 173765K->34027K(506816K), 0.0028774 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:31.973-0800: 64.901: [GC (Allocation Failure) 2020-11-19T15:08:31.973-0800: 64.901: [ParNew: 140278K->508K(157248K), 0.0032061 secs] 173803K->34033K(506816K), 0.0034186 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:32.053-0800: 64.981: [GC (Allocation Failure) 2020-11-19T15:08:32.053-0800: 64.981: [ParNew: 140284K->527K(157248K), 0.0028840 secs] 173809K->34052K(506816K), 0.0029940 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:32.129-0800: 65.057: [GC (Allocation Failure) 2020-11-19T15:08:32.129-0800: 65.057: [ParNew: 140303K->499K(157248K), 0.0032221 secs] 173828K->34024K(506816K), 0.0033540 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:32.203-0800: 65.130: [GC (Allocation Failure) 2020-11-19T15:08:32.203-0800: 65.130: [ParNew: 140275K->500K(157248K), 0.0027254 secs] 173800K->34025K(506816K), 0.0028160 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:32.272-0800: 65.199: [GC (Allocation Failure) 2020-11-19T15:08:32.272-0800: 65.199: [ParNew: 140276K->506K(157248K), 0.0026806 secs] 173801K->34030K(506816K), 0.0027779 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:32.339-0800: 65.267: [GC (Allocation Failure) 2020-11-19T15:08:32.339-0800: 65.267: [ParNew: 140282K->529K(157248K), 0.0026402 secs] 173806K->34054K(506816K), 0.0027351 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:32.408-0800: 65.335: [GC (Allocation Failure) 2020-11-19T15:08:32.408-0800: 65.336: [ParNew: 140305K->502K(157248K), 0.0029575 secs] 173830K->34027K(506816K), 0.0030923 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:32.865-0800: 65.792: [GC (Allocation Failure) 2020-11-19T15:08:32.865-0800: 65.792: [ParNew: 140278K->520K(157248K), 0.0028534 secs] 173803K->34045K(506816K), 0.0030395 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:32.931-0800: 65.858: [GC (Allocation Failure) 2020-11-19T15:08:32.931-0800: 65.859: [ParNew: 140296K->484K(157248K), 0.0023537 secs] 173821K->34010K(506816K), 0.0025361 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:33.002-0800: 65.929: [GC (Allocation Failure) 2020-11-19T15:08:33.002-0800: 65.929: [ParNew: 140260K->498K(157248K), 0.0027504 secs] 173786K->34024K(506816K), 0.0028857 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.072-0800: 65.999: [GC (Allocation Failure) 2020-11-19T15:08:33.072-0800: 66.000: [ParNew: 140274K->490K(157248K), 0.0027703 secs] 173800K->34017K(506816K), 0.0028680 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.143-0800: 66.071: [GC (Allocation Failure) 2020-11-19T15:08:33.143-0800: 66.071: [ParNew: 140266K->543K(157248K), 0.0027885 secs] 173793K->34070K(506816K), 0.0029701 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.209-0800: 66.136: [GC (Allocation Failure) 2020-11-19T15:08:33.209-0800: 66.137: [ParNew: 140319K->474K(157248K), 0.0031087 secs] 173846K->34001K(506816K), 0.0032999 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.280-0800: 66.207: [GC (Allocation Failure) 2020-11-19T15:08:33.280-0800: 66.207: [ParNew: 140250K->521K(157248K), 0.0026866 secs] 173777K->34049K(506816K), 0.0027792 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.350-0800: 66.278: [GC (Allocation Failure) 2020-11-19T15:08:33.351-0800: 66.278: [ParNew: 140297K->470K(157248K), 0.0024722 secs] 173825K->33998K(506816K), 0.0025829 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.429-0800: 66.356: [GC (Allocation Failure) 2020-11-19T15:08:33.429-0800: 66.356: [ParNew: 140246K->445K(157248K), 0.0027011 secs] 173774K->33973K(506816K), 0.0027923 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.498-0800: 66.426: [GC (Allocation Failure) 2020-11-19T15:08:33.498-0800: 66.426: [ParNew: 140221K->489K(157248K), 0.0027655 secs] 173749K->34017K(506816K), 0.0028799 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.568-0800: 66.496: [GC (Allocation Failure) 2020-11-19T15:08:33.568-0800: 66.496: [ParNew: 140265K->512K(157248K), 0.0028346 secs] 173793K->34040K(506816K), 0.0029335 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.637-0800: 66.565: [GC (Allocation Failure) 2020-11-19T15:08:33.638-0800: 66.565: [ParNew: 140288K->500K(157248K), 0.0024204 secs] 173816K->34028K(506816K), 0.0025112 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.712-0800: 66.639: [GC (Allocation Failure) 2020-11-19T15:08:33.712-0800: 66.639: [ParNew: 140276K->460K(157248K), 0.0025861 secs] 173804K->33988K(506816K), 0.0026745 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.778-0800: 66.706: [GC (Allocation Failure) 2020-11-19T15:08:33.778-0800: 66.706: [ParNew: 140236K->538K(157248K), 0.0027374 secs] 173764K->34066K(506816K), 0.0028350 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:33.842-0800: 66.770: [GC (Allocation Failure) 2020-11-19T15:08:33.842-0800: 66.770: [ParNew: 140314K->526K(157248K), 0.0029516 secs] 173842K->34054K(506816K), 0.0030633 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.922-0800: 66.849: [GC (Allocation Failure) 2020-11-19T15:08:33.922-0800: 66.849: [ParNew: 140302K->483K(157248K), 0.0029704 secs] 173830K->34012K(506816K), 0.0031452 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:33.991-0800: 66.918: [GC (Allocation Failure) 2020-11-19T15:08:33.991-0800: 66.919: [ParNew: 140259K->475K(157248K), 0.0027228 secs] 173788K->34003K(506816K), 0.0028568 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.071-0800: 66.998: [GC (Allocation Failure) 2020-11-19T15:08:34.071-0800: 66.999: [ParNew: 140251K->504K(157248K), 0.0035076 secs] 173779K->34033K(506816K), 0.0036473 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.145-0800: 67.072: [GC (Allocation Failure) 2020-11-19T15:08:34.145-0800: 67.072: [ParNew: 140280K->512K(157248K), 0.0024220 secs] 173809K->34040K(506816K), 0.0025156 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.214-0800: 67.141: [GC (Allocation Failure) 2020-11-19T15:08:34.214-0800: 67.141: [ParNew: 140288K->538K(157248K), 0.0027948 secs] 173816K->34066K(506816K), 0.0029068 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.281-0800: 67.209: [GC (Allocation Failure) 2020-11-19T15:08:34.281-0800: 67.209: [ParNew: 140314K->517K(157248K), 0.0029430 secs] 173842K->34045K(506816K), 0.0030917 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.348-0800: 67.275: [GC (Allocation Failure) 2020-11-19T15:08:34.348-0800: 67.275: [ParNew: 140293K->421K(157248K), 0.0027323 secs] 173821K->33949K(506816K), 0.0028281 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:34.420-0800: 67.347: [GC (Allocation Failure) 2020-11-19T15:08:34.420-0800: 67.347: [ParNew: 140197K->495K(157248K), 0.0024450 secs] 173725K->34023K(506816K), 0.0025359 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:34.494-0800: 67.422: [GC (Allocation Failure) 2020-11-19T15:08:34.494-0800: 67.422: [ParNew: 140271K->531K(157248K), 0.0025421 secs] 173799K->34060K(506816K), 0.0026582 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.560-0800: 67.487: [GC (Allocation Failure) 2020-11-19T15:08:34.560-0800: 67.488: [ParNew: 140307K->499K(157248K), 0.0028206 secs] 173836K->34029K(506816K), 0.0029313 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.628-0800: 67.556: [GC (Allocation Failure) 2020-11-19T15:08:34.628-0800: 67.556: [ParNew: 140275K->500K(157248K), 0.0029813 secs] 173805K->34029K(506816K), 0.0031820 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:34.694-0800: 67.621: [GC (Allocation Failure) 2020-11-19T15:08:34.694-0800: 67.621: [ParNew: 140276K->500K(157248K), 0.0027528 secs] 173805K->34030K(506816K), 0.0029343 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.763-0800: 67.690: [GC (Allocation Failure) 2020-11-19T15:08:34.763-0800: 67.690: [ParNew: 140276K->436K(157248K), 0.0031234 secs] 173806K->33966K(506816K), 0.0032848 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:34.838-0800: 67.765: [GC (Allocation Failure) 2020-11-19T15:08:34.838-0800: 67.765: [ParNew: 140212K->524K(157248K), 0.0028405 secs] 173742K->34054K(506816K), 0.0029653 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:34.917-0800: 67.845: [GC (Allocation Failure) 2020-11-19T15:08:34.917-0800: 67.845: [ParNew: 140300K->490K(157248K), 0.0028809 secs] 173830K->34020K(506816K), 0.0029985 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:34.986-0800: 67.913: [GC (Allocation Failure) 2020-11-19T15:08:34.986-0800: 67.913: [ParNew: 140266K->508K(157248K), 0.0029018 secs] 173796K->34038K(506816K), 0.0030125 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.058-0800: 67.985: [GC (Allocation Failure) 2020-11-19T15:08:35.058-0800: 67.986: [ParNew: 140284K->480K(157248K), 0.0029381 secs] 173814K->34011K(506816K), 0.0031182 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:35.130-0800: 68.057: [GC (Allocation Failure) 2020-11-19T15:08:35.130-0800: 68.057: [ParNew: 140256K->509K(157248K), 0.0036835 secs] 173787K->34040K(506816K), 0.0039871 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.202-0800: 68.130: [GC (Allocation Failure) 2020-11-19T15:08:35.202-0800: 68.130: [ParNew: 140285K->484K(157248K), 0.0030011 secs] 173816K->34015K(506816K), 0.0030972 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.269-0800: 68.197: [GC (Allocation Failure) 2020-11-19T15:08:35.269-0800: 68.197: [ParNew: 140260K->558K(157248K), 0.0028619 secs] 173791K->34090K(506816K), 0.0029574 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:35.339-0800: 68.266: [GC (Allocation Failure) 2020-11-19T15:08:35.339-0800: 68.266: [ParNew: 140334K->507K(157248K), 0.0026784 secs] 173866K->34040K(506816K), 0.0028099 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:35.406-0800: 68.333: [GC (Allocation Failure) 2020-11-19T15:08:35.406-0800: 68.334: [ParNew: 140283K->494K(157248K), 0.0026851 secs] 173816K->34026K(506816K), 0.0027719 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.473-0800: 68.401: [GC (Allocation Failure) 2020-11-19T15:08:35.474-0800: 68.401: [ParNew: 140270K->520K(157248K), 0.0028437 secs] 173802K->34052K(506816K), 0.0029567 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.545-0800: 68.472: [GC (Allocation Failure) 2020-11-19T15:08:35.545-0800: 68.473: [ParNew: 140296K->529K(157248K), 0.0025335 secs] 173828K->34061K(506816K), 0.0026890 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.618-0800: 68.546: [GC (Allocation Failure) 2020-11-19T15:08:35.619-0800: 68.546: [ParNew: 140305K->501K(157248K), 0.0028362 secs] 173837K->34033K(506816K), 0.0029309 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:35.691-0800: 68.618: [GC (Allocation Failure) 2020-11-19T15:08:35.691-0800: 68.618: [ParNew: 140277K->543K(157248K), 0.0029121 secs] 173809K->34076K(506816K), 0.0030206 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.762-0800: 68.689: [GC (Allocation Failure) 2020-11-19T15:08:35.762-0800: 68.689: [ParNew: 140319K->469K(157248K), 0.0027845 secs] 173852K->34002K(506816K), 0.0028967 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.832-0800: 68.759: [GC (Allocation Failure) 2020-11-19T15:08:35.832-0800: 68.759: [ParNew: 140245K->512K(157248K), 0.0029469 secs] 173778K->34045K(506816K), 0.0030367 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.915-0800: 68.842: [GC (Allocation Failure) 2020-11-19T15:08:35.915-0800: 68.843: [ParNew: 140288K->493K(157248K), 0.0028745 secs] 173821K->34026K(506816K), 0.0029615 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:35.988-0800: 68.915: [GC (Allocation Failure) 2020-11-19T15:08:35.988-0800: 68.916: [ParNew: 140269K->498K(157248K), 0.0033902 secs] 173802K->34031K(506816K), 0.0034874 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:36.059-0800: 68.987: [GC (Allocation Failure) 2020-11-19T15:08:36.059-0800: 68.987: [ParNew: 140274K->503K(157248K), 0.0029141 secs] 173807K->34036K(506816K), 0.0031026 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:36.130-0800: 69.058: [GC (Allocation Failure) 2020-11-19T15:08:36.130-0800: 69.058: [ParNew: 140279K->461K(157248K), 0.0028632 secs] 173812K->33994K(506816K), 0.0029927 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.199-0800: 69.126: [GC (Allocation Failure) 2020-11-19T15:08:36.199-0800: 69.126: [ParNew: 140237K->530K(157248K), 0.0027843 secs] 173770K->34062K(506816K), 0.0028789 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:36.273-0800: 69.200: [GC (Allocation Failure) 2020-11-19T15:08:36.273-0800: 69.200: [ParNew: 140306K->483K(157248K), 0.0027538 secs] 173838K->34016K(506816K), 0.0028501 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.345-0800: 69.272: [GC (Allocation Failure) 2020-11-19T15:08:36.345-0800: 69.272: [ParNew: 140259K->483K(157248K), 0.0024998 secs] 173792K->34016K(506816K), 0.0025857 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.414-0800: 69.341: [GC (Allocation Failure) 2020-11-19T15:08:36.414-0800: 69.341: [ParNew: 140259K->571K(157248K), 0.0027663 secs] 173792K->34105K(506816K), 0.0028771 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.481-0800: 69.409: [GC (Allocation Failure) 2020-11-19T15:08:36.481-0800: 69.409: [ParNew: 140347K->526K(157248K), 0.0027914 secs] 173881K->34061K(506816K), 0.0029368 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.553-0800: 69.480: [GC (Allocation Failure) 2020-11-19T15:08:36.553-0800: 69.480: [ParNew: 140302K->558K(157248K), 0.0029959 secs] 173837K->34092K(506816K), 0.0030931 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.626-0800: 69.553: [GC (Allocation Failure) 2020-11-19T15:08:36.626-0800: 69.553: [ParNew: 140334K->491K(157248K), 0.0024919 secs] 173868K->34025K(506816K), 0.0026023 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.695-0800: 69.622: [GC (Allocation Failure) 2020-11-19T15:08:36.695-0800: 69.623: [ParNew: 140267K->518K(157248K), 0.0029906 secs] 173801K->34053K(506816K), 0.0030774 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.769-0800: 69.696: [GC (Allocation Failure) 2020-11-19T15:08:36.769-0800: 69.696: [ParNew: 140294K->571K(157248K), 0.0028129 secs] 173829K->34106K(506816K), 0.0029758 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:36.838-0800: 69.765: [GC (Allocation Failure) 2020-11-19T15:08:36.838-0800: 69.765: [ParNew: 140347K->455K(157248K), 0.0023976 secs] 173882K->33990K(506816K), 0.0024916 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:36.902-0800: 69.830: [GC (Allocation Failure) 2020-11-19T15:08:36.902-0800: 69.830: [ParNew: 140231K->487K(157248K), 0.0028656 secs] 173766K->34022K(506816K), 0.0030154 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:36.968-0800: 69.895: [GC (Allocation Failure) 2020-11-19T15:08:36.968-0800: 69.895: [ParNew: 140263K->489K(157248K), 0.0028509 secs] 173798K->34024K(506816K), 0.0030215 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:37.037-0800: 69.964: [GC (Allocation Failure) 2020-11-19T15:08:37.037-0800: 69.964: [ParNew: 140265K->514K(157248K), 0.0027627 secs] 173800K->34049K(506816K), 0.0028510 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:37.109-0800: 70.036: [GC (Allocation Failure) 2020-11-19T15:08:37.109-0800: 70.036: [ParNew: 140290K->493K(157248K), 0.0027675 secs] 173825K->34028K(506816K), 0.0028769 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:37.174-0800: 70.102: [GC (Allocation Failure) 2020-11-19T15:08:37.174-0800: 70.102: [ParNew: 140269K->546K(157248K), 0.0025095 secs] 173804K->34085K(506816K), 0.0026998 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.246-0800: 70.173: [GC (Allocation Failure) 2020-11-19T15:08:37.246-0800: 70.173: [ParNew: 140322K->431K(157248K), 0.0027181 secs] 173861K->33971K(506816K), 0.0028126 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.316-0800: 70.243: [GC (Allocation Failure) 2020-11-19T15:08:37.316-0800: 70.243: [ParNew: 140207K->460K(157248K), 0.0027564 secs] 173747K->34008K(506816K), 0.0028511 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.383-0800: 70.310: [GC (Allocation Failure) 2020-11-19T15:08:37.383-0800: 70.310: [ParNew: 140236K->480K(157248K), 0.0027725 secs] 173784K->34030K(506816K), 0.0028647 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.455-0800: 70.382: [GC (Allocation Failure) 2020-11-19T15:08:37.455-0800: 70.382: [ParNew: 140256K->488K(157248K), 0.0029509 secs] 173806K->34041K(506816K), 0.0030394 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.527-0800: 70.454: [GC (Allocation Failure) 2020-11-19T15:08:37.527-0800: 70.454: [ParNew: 140264K->470K(157248K), 0.0027788 secs] 173817K->34025K(506816K), 0.0028642 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:37.594-0800: 70.522: [GC (Allocation Failure) 2020-11-19T15:08:37.594-0800: 70.522: [ParNew: 140246K->458K(157248K), 0.0026654 secs] 173801K->34022K(506816K), 0.0027471 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.663-0800: 70.591: [GC (Allocation Failure) 2020-11-19T15:08:37.664-0800: 70.591: [ParNew: 140234K->423K(157248K), 0.0030038 secs] 173798K->34003K(506816K), 0.0030889 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.733-0800: 70.661: [GC (Allocation Failure) 2020-11-19T15:08:37.733-0800: 70.661: [ParNew: 140199K->408K(157248K), 0.0028264 secs] 173779K->34001K(506816K), 0.0029222 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.805-0800: 70.732: [GC (Allocation Failure) 2020-11-19T15:08:37.805-0800: 70.732: [ParNew: 140184K->366K(157248K), 0.0029070 secs] 173777K->33981K(506816K), 0.0030028 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:37.888-0800: 70.815: [GC (Allocation Failure) 2020-11-19T15:08:37.888-0800: 70.815: [ParNew: 140142K->351K(157248K), 0.0027034 secs] 173757K->33979K(506816K), 0.0028025 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
Heap
 par new generation   total 157248K, used 74368K [0x00000007a0000000, 0x00000007aaaa0000, 0x00000007aaaa0000)
  eden space 139776K,  52% used [0x00000007a0000000, 0x00000007a4848208, 0x00000007a8880000)
  from space 17472K,   2% used [0x00000007a9990000, 0x00000007a99e7f30, 0x00000007aaaa0000)
  to   space 17472K,   0% used [0x00000007a8880000, 0x00000007a8880000, 0x00000007a9990000)
 concurrent mark-sweep generation total 349568K, used 33627K [0x00000007aaaa0000, 0x00000007c0000000, 0x00000007c0000000)
 Metaspace       used 33042K, capacity 36194K, committed 36428K, reserved 1081344K
  class space    used 4117K, capacity 4590K, committed 4716K, reserved 1048576K
