Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(68236k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-11-19T14:55:47.033-0800: 1.192: [GC (Allocation Failure) 2020-11-19T14:55:47.034-0800: 1.192: [DefNew: 139776K->6963K(157248K), 0.0182587 secs] 139776K->6963K(506816K), 0.0183598 secs] [Times: user=0.05 sys=0.01, real=0.02 secs] 
2020-11-19T14:57:31.732-0800: 105.889: [GC (Allocation Failure) 2020-11-19T14:57:31.733-0800: 105.889: [DefNew: 140100K->316K(157248K), 0.0026691 secs] 178162K->38377K(506816K), 0.0027823 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.366-0800: 106.523: [GC (Allocation Failure) 2020-11-19T14:57:32.366-0800: 106.523: [DefNew: 140092K->331K(157248K), 0.0025252 secs] 178153K->38393K(506816K), 0.0027450 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.440-0800: 106.597: [GC (Allocation Failure) 2020-11-19T14:57:32.440-0800: 106.597: [DefNew: 140107K->321K(157248K), 0.0024725 secs] 178169K->38383K(506816K), 0.0025601 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.517-0800: 106.673: [GC (Allocation Failure) 2020-11-19T14:57:32.517-0800: 106.673: [DefNew: 140097K->319K(157248K), 0.0025620 secs] 178159K->38381K(506816K), 0.0026952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.584-0800: 106.741: [GC (Allocation Failure) 2020-11-19T14:57:32.585-0800: 106.741: [DefNew: 140095K->325K(157248K), 0.0025067 secs] 178157K->38388K(506816K), 0.0025772 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.654-0800: 106.811: [GC (Allocation Failure) 2020-11-19T14:57:32.654-0800: 106.811: [DefNew: 140101K->334K(157248K), 0.0026533 secs] 178164K->38397K(506816K), 0.0027454 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.728-0800: 106.885: [GC (Allocation Failure) 2020-11-19T14:57:32.729-0800: 106.885: [DefNew: 140110K->327K(157248K), 0.0028670 secs] 178173K->38390K(506816K), 0.0029571 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:32.799-0800: 106.956: [GC (Allocation Failure) 2020-11-19T14:57:32.799-0800: 106.956: [DefNew: 140103K->344K(157248K), 0.0025330 secs] 178166K->38406K(506816K), 0.0026675 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:32.871-0800: 107.028: [GC (Allocation Failure) 2020-11-19T14:57:32.872-0800: 107.028: [DefNew: 140120K->369K(157248K), 0.0025857 secs] 178182K->38431K(506816K), 0.0026668 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:32.945-0800: 107.102: [GC (Allocation Failure) 2020-11-19T14:57:32.945-0800: 107.102: [DefNew: 140145K->334K(157248K), 0.0027055 secs] 178207K->38397K(506816K), 0.0027998 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:33.016-0800: 107.173: [GC (Allocation Failure) 2020-11-19T14:57:33.017-0800: 107.173: [DefNew: 140110K->321K(157248K), 0.0025059 secs] 178173K->38384K(506816K), 0.0026712 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:33.091-0800: 107.248: [GC (Allocation Failure) 2020-11-19T14:57:33.091-0800: 107.248: [DefNew: 140097K->337K(157248K), 0.0025814 secs] 178160K->38400K(506816K), 0.0026674 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:33.162-0800: 107.319: [GC (Allocation Failure) 2020-11-19T14:57:33.162-0800: 107.319: [DefNew: 140113K->344K(157248K), 0.0036862 secs] 178176K->38407K(506816K), 0.0038557 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:33.239-0800: 107.396: [GC (Allocation Failure) 2020-11-19T14:57:33.239-0800: 107.396: [DefNew: 140120K->333K(157248K), 0.0025852 secs] 178183K->38396K(506816K), 0.0026796 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:33.313-0800: 107.470: [GC (Allocation Failure) 2020-11-19T14:57:33.313-0800: 107.470: [DefNew: 140109K->332K(157248K), 0.0027575 secs] 178172K->38395K(506816K), 0.0028896 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:33.869-0800: 108.026: [GC (Allocation Failure) 2020-11-19T14:57:33.869-0800: 108.026: [DefNew: 140108K->327K(157248K), 0.0026641 secs] 178171K->38390K(506816K), 0.0027992 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:33.939-0800: 108.096: [GC (Allocation Failure) 2020-11-19T14:57:33.941-0800: 108.097: [DefNew: 140103K->318K(157248K), 0.0026267 secs] 178166K->38381K(506816K), 0.0041674 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:34.014-0800: 108.171: [GC (Allocation Failure) 2020-11-19T14:57:34.014-0800: 108.171: [DefNew: 140094K->317K(157248K), 0.0030056 secs] 178157K->38380K(506816K), 0.0031440 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.084-0800: 108.241: [GC (Allocation Failure) 2020-11-19T14:57:34.084-0800: 108.241: [DefNew: 140093K->329K(157248K), 0.0030606 secs] 178156K->38392K(506816K), 0.0031577 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.157-0800: 108.314: [GC (Allocation Failure) 2020-11-19T14:57:34.157-0800: 108.314: [DefNew: 140105K->335K(157248K), 0.0027128 secs] 178168K->38398K(506816K), 0.0028141 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:34.228-0800: 108.385: [GC (Allocation Failure) 2020-11-19T14:57:34.229-0800: 108.385: [DefNew: 140111K->317K(157248K), 0.0024774 secs] 178174K->38380K(506816K), 0.0026306 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:34.300-0800: 108.457: [GC (Allocation Failure) 2020-11-19T14:57:34.300-0800: 108.457: [DefNew: 140093K->340K(157248K), 0.0026224 secs] 178156K->38403K(506816K), 0.0027124 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.370-0800: 108.527: [GC (Allocation Failure) 2020-11-19T14:57:34.370-0800: 108.527: [DefNew: 140116K->328K(157248K), 0.0028221 secs] 178179K->38391K(506816K), 0.0029510 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.448-0800: 108.605: [GC (Allocation Failure) 2020-11-19T14:57:34.448-0800: 108.605: [DefNew: 140104K->318K(157248K), 0.0026701 secs] 178167K->38381K(506816K), 0.0027625 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:34.532-0800: 108.689: [GC (Allocation Failure) 2020-11-19T14:57:34.532-0800: 108.689: [DefNew: 140094K->338K(157248K), 0.0025299 secs] 178157K->38401K(506816K), 0.0026157 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.605-0800: 108.762: [GC (Allocation Failure) 2020-11-19T14:57:34.605-0800: 108.762: [DefNew: 140114K->331K(157248K), 0.0036584 secs] 178177K->38394K(506816K), 0.0038249 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.682-0800: 108.838: [GC (Allocation Failure) 2020-11-19T14:57:34.682-0800: 108.838: [DefNew: 140107K->327K(157248K), 0.0027721 secs] 178170K->38391K(506816K), 0.0028621 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.754-0800: 108.911: [GC (Allocation Failure) 2020-11-19T14:57:34.754-0800: 108.911: [DefNew: 140103K->341K(157248K), 0.0026095 secs] 178167K->38404K(506816K), 0.0027314 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:34.829-0800: 108.986: [GC (Allocation Failure) 2020-11-19T14:57:34.829-0800: 108.986: [DefNew: 140117K->362K(157248K), 0.0027915 secs] 178180K->38426K(506816K), 0.0028813 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.292-0800: 109.449: [GC (Allocation Failure) 2020-11-19T14:57:35.292-0800: 109.449: [DefNew: 140138K->318K(157248K), 0.0029177 secs] 178202K->38382K(506816K), 0.0030168 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:35.362-0800: 109.519: [GC (Allocation Failure) 2020-11-19T14:57:35.362-0800: 109.519: [DefNew: 140094K->341K(157248K), 0.0027168 secs] 178158K->38406K(506816K), 0.0028068 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:35.427-0800: 109.584: [GC (Allocation Failure) 2020-11-19T14:57:35.427-0800: 109.584: [DefNew: 140117K->318K(157248K), 0.0025745 secs] 178182K->38383K(506816K), 0.0027569 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.497-0800: 109.654: [GC (Allocation Failure) 2020-11-19T14:57:35.497-0800: 109.654: [DefNew: 140094K->327K(157248K), 0.0026002 secs] 178159K->38392K(506816K), 0.0026960 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.567-0800: 109.724: [GC (Allocation Failure) 2020-11-19T14:57:35.567-0800: 109.724: [DefNew: 140103K->349K(157248K), 0.0025945 secs] 178168K->38414K(506816K), 0.0027184 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.639-0800: 109.795: [GC (Allocation Failure) 2020-11-19T14:57:35.639-0800: 109.795: [DefNew: 140125K->315K(157248K), 0.0026741 secs] 178190K->38380K(506816K), 0.0027883 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.704-0800: 109.861: [GC (Allocation Failure) 2020-11-19T14:57:35.704-0800: 109.861: [DefNew: 140091K->326K(157248K), 0.0029421 secs] 178156K->38391K(506816K), 0.0030503 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:35.769-0800: 109.926: [GC (Allocation Failure) 2020-11-19T14:57:35.770-0800: 109.926: [DefNew: 140102K->329K(157248K), 0.0025469 secs] 178167K->38394K(506816K), 0.0026578 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.840-0800: 109.997: [GC (Allocation Failure) 2020-11-19T14:57:35.840-0800: 109.997: [DefNew: 140105K->316K(157248K), 0.0025171 secs] 178170K->38381K(506816K), 0.0026410 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:35.909-0800: 110.066: [GC (Allocation Failure) 2020-11-19T14:57:35.909-0800: 110.066: [DefNew: 140092K->329K(157248K), 0.0025052 secs] 178157K->38395K(506816K), 0.0026505 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:35.989-0800: 110.146: [GC (Allocation Failure) 2020-11-19T14:57:35.990-0800: 110.146: [DefNew: 140105K->346K(157248K), 0.0028018 secs] 178171K->38412K(506816K), 0.0029010 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:36.075-0800: 110.232: [GC (Allocation Failure) 2020-11-19T14:57:36.075-0800: 110.232: [DefNew: 140122K->316K(157248K), 0.0037408 secs] 178188K->38381K(506816K), 0.0038412 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.147-0800: 110.304: [GC (Allocation Failure) 2020-11-19T14:57:36.147-0800: 110.304: [DefNew: 140092K->333K(157248K), 0.0027730 secs] 178157K->38399K(506816K), 0.0029193 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:36.215-0800: 110.372: [GC (Allocation Failure) 2020-11-19T14:57:36.215-0800: 110.372: [DefNew: 140109K->335K(157248K), 0.0026693 secs] 178175K->38401K(506816K), 0.0027869 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
2020-11-19T14:57:36.295-0800: 110.452: [GC (Allocation Failure) 2020-11-19T14:57:36.295-0800: 110.452: [DefNew: 140111K->329K(157248K), 0.0024697 secs] 178177K->38394K(506816K), 0.0025524 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.373-0800: 110.530: [GC (Allocation Failure) 2020-11-19T14:57:36.373-0800: 110.530: [DefNew: 140105K->327K(157248K), 0.0026029 secs] 178170K->38392K(506816K), 0.0026906 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.450-0800: 110.606: [GC (Allocation Failure) 2020-11-19T14:57:36.450-0800: 110.607: [DefNew: 140103K->332K(157248K), 0.0025240 secs] 178168K->38398K(506816K), 0.0026091 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.527-0800: 110.684: [GC (Allocation Failure) 2020-11-19T14:57:36.527-0800: 110.684: [DefNew: 140108K->346K(157248K), 0.0025878 secs] 178174K->38412K(506816K), 0.0026732 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:36.591-0800: 110.748: [GC (Allocation Failure) 2020-11-19T14:57:36.591-0800: 110.748: [DefNew: 140122K->327K(157248K), 0.0025145 secs] 178188K->38393K(506816K), 0.0025894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.659-0800: 110.816: [GC (Allocation Failure) 2020-11-19T14:57:36.659-0800: 110.816: [DefNew: 140103K->310K(157248K), 0.0024519 secs] 178169K->38376K(506816K), 0.0025427 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:36.723-0800: 110.880: [GC (Allocation Failure) 2020-11-19T14:57:36.723-0800: 110.880: [DefNew: 140086K->329K(157248K), 0.0024052 secs] 178152K->38395K(506816K), 0.0024863 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.792-0800: 110.948: [GC (Allocation Failure) 2020-11-19T14:57:36.792-0800: 110.948: [DefNew: 140105K->331K(157248K), 0.0024850 secs] 178171K->38396K(506816K), 0.0025853 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.862-0800: 111.018: [GC (Allocation Failure) 2020-11-19T14:57:36.862-0800: 111.018: [DefNew: 140107K->359K(157248K), 0.0028436 secs] 178172K->38424K(506816K), 0.0029523 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:36.935-0800: 111.092: [GC (Allocation Failure) 2020-11-19T14:57:36.935-0800: 111.092: [DefNew: 140135K->322K(157248K), 0.0023739 secs] 178200K->38388K(506816K), 0.0024548 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.001-0800: 111.157: [GC (Allocation Failure) 2020-11-19T14:57:37.001-0800: 111.157: [DefNew: 140098K->335K(157248K), 0.0026431 secs] 178164K->38400K(506816K), 0.0027328 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.072-0800: 111.228: [GC (Allocation Failure) 2020-11-19T14:57:37.072-0800: 111.228: [DefNew: 140111K->340K(157248K), 0.0024522 secs] 178176K->38406K(506816K), 0.0025325 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.140-0800: 111.296: [GC (Allocation Failure) 2020-11-19T14:57:37.140-0800: 111.296: [DefNew: 140116K->312K(157248K), 0.0024075 secs] 178182K->38378K(506816K), 0.0025071 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.212-0800: 111.368: [GC (Allocation Failure) 2020-11-19T14:57:37.212-0800: 111.368: [DefNew: 140088K->354K(157248K), 0.0027073 secs] 178154K->38420K(506816K), 0.0027951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.295-0800: 111.452: [GC (Allocation Failure) 2020-11-19T14:57:37.295-0800: 111.452: [DefNew: 140130K->326K(157248K), 0.0026920 secs] 178196K->38392K(506816K), 0.0028006 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.356-0800: 111.512: [GC (Allocation Failure) 2020-11-19T14:57:37.356-0800: 111.512: [DefNew: 140102K->318K(157248K), 0.0028211 secs] 178168K->38384K(506816K), 0.0029567 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.429-0800: 111.586: [GC (Allocation Failure) 2020-11-19T14:57:37.430-0800: 111.586: [DefNew: 140094K->319K(157248K), 0.0026257 secs] 178160K->38385K(506816K), 0.0027945 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:37.501-0800: 111.657: [GC (Allocation Failure) 2020-11-19T14:57:37.501-0800: 111.657: [DefNew: 140095K->304K(157248K), 0.0028149 secs] 178161K->38370K(506816K), 0.0029203 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.571-0800: 111.728: [GC (Allocation Failure) 2020-11-19T14:57:37.571-0800: 111.728: [DefNew: 140080K->346K(157248K), 0.0025637 secs] 178146K->38412K(506816K), 0.0026544 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.640-0800: 111.796: [GC (Allocation Failure) 2020-11-19T14:57:37.640-0800: 111.796: [DefNew: 140122K->327K(157248K), 0.0023824 secs] 178188K->38393K(506816K), 0.0024786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.707-0800: 111.864: [GC (Allocation Failure) 2020-11-19T14:57:37.707-0800: 111.864: [DefNew: 140103K->334K(157248K), 0.0024028 secs] 178169K->38400K(506816K), 0.0024802 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:37.778-0800: 111.935: [GC (Allocation Failure) 2020-11-19T14:57:37.778-0800: 111.935: [DefNew: 140110K->317K(157248K), 0.0027140 secs] 178176K->38383K(506816K), 0.0027997 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:37.848-0800: 112.005: [GC (Allocation Failure) 2020-11-19T14:57:37.848-0800: 112.005: [DefNew: 140093K->325K(157248K), 0.0028444 secs] 178159K->38391K(506816K), 0.0029294 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:37.922-0800: 112.078: [GC (Allocation Failure) 2020-11-19T14:57:37.922-0800: 112.078: [DefNew: 140101K->303K(157248K), 0.0023856 secs] 178167K->38369K(506816K), 0.0024674 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:37.995-0800: 112.152: [GC (Allocation Failure) 2020-11-19T14:57:37.995-0800: 112.152: [DefNew: 140079K->334K(157248K), 0.0028840 secs] 178145K->38400K(506816K), 0.0029912 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.070-0800: 112.227: [GC (Allocation Failure) 2020-11-19T14:57:38.070-0800: 112.227: [DefNew: 140110K->355K(157248K), 0.0032091 secs] 178176K->38421K(506816K), 0.0033205 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.144-0800: 112.301: [GC (Allocation Failure) 2020-11-19T14:57:38.144-0800: 112.301: [DefNew: 140131K->354K(157248K), 0.0024567 secs] 178197K->38420K(506816K), 0.0025343 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.216-0800: 112.373: [GC (Allocation Failure) 2020-11-19T14:57:38.216-0800: 112.373: [DefNew: 140130K->352K(157248K), 0.0026647 secs] 178196K->38418K(506816K), 0.0027560 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.299-0800: 112.456: [GC (Allocation Failure) 2020-11-19T14:57:38.299-0800: 112.456: [DefNew: 140128K->362K(157248K), 0.0028128 secs] 178194K->38428K(506816K), 0.0029138 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:38.370-0800: 112.526: [GC (Allocation Failure) 2020-11-19T14:57:38.370-0800: 112.526: [DefNew: 140138K->341K(157248K), 0.0026745 secs] 178204K->38407K(506816K), 0.0027820 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.442-0800: 112.599: [GC (Allocation Failure) 2020-11-19T14:57:38.442-0800: 112.599: [DefNew: 140117K->349K(157248K), 0.0027279 secs] 178183K->38415K(506816K), 0.0028389 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.508-0800: 112.664: [GC (Allocation Failure) 2020-11-19T14:57:38.508-0800: 112.664: [DefNew: 140125K->346K(157248K), 0.0025364 secs] 178191K->38412K(506816K), 0.0026268 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:38.570-0800: 112.727: [GC (Allocation Failure) 2020-11-19T14:57:38.570-0800: 112.727: [DefNew: 140122K->329K(157248K), 0.0026827 secs] 178188K->38395K(506816K), 0.0027898 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.634-0800: 112.791: [GC (Allocation Failure) 2020-11-19T14:57:38.634-0800: 112.791: [DefNew: 140105K->324K(157248K), 0.0027418 secs] 178171K->38390K(506816K), 0.0028497 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.703-0800: 112.859: [GC (Allocation Failure) 2020-11-19T14:57:38.703-0800: 112.859: [DefNew: 140100K->328K(157248K), 0.0028062 secs] 178166K->38394K(506816K), 0.0028937 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.776-0800: 112.932: [GC (Allocation Failure) 2020-11-19T14:57:38.776-0800: 112.932: [DefNew: 140104K->337K(157248K), 0.0028401 secs] 178170K->38403K(506816K), 0.0029360 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.840-0800: 112.997: [GC (Allocation Failure) 2020-11-19T14:57:38.840-0800: 112.997: [DefNew: 140113K->324K(157248K), 0.0027491 secs] 178179K->38391K(506816K), 0.0028480 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.905-0800: 113.062: [GC (Allocation Failure) 2020-11-19T14:57:38.905-0800: 113.062: [DefNew: 140100K->332K(157248K), 0.0027868 secs] 178167K->38398K(506816K), 0.0028808 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:38.981-0800: 113.137: [GC (Allocation Failure) 2020-11-19T14:57:38.981-0800: 113.137: [DefNew: 140108K->330K(157248K), 0.0028068 secs] 178174K->38396K(506816K), 0.0029006 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.053-0800: 113.209: [GC (Allocation Failure) 2020-11-19T14:57:39.053-0800: 113.209: [DefNew: 140106K->341K(157248K), 0.0028196 secs] 178172K->38407K(506816K), 0.0029085 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.129-0800: 113.286: [GC (Allocation Failure) 2020-11-19T14:57:39.129-0800: 113.286: [DefNew: 140117K->326K(157248K), 0.0028554 secs] 178183K->38392K(506816K), 0.0029552 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:39.202-0800: 113.358: [GC (Allocation Failure) 2020-11-19T14:57:39.202-0800: 113.358: [DefNew: 140102K->313K(157248K), 0.0027941 secs] 178168K->38380K(506816K), 0.0028833 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.272-0800: 113.429: [GC (Allocation Failure) 2020-11-19T14:57:39.272-0800: 113.429: [DefNew: 140089K->301K(157248K), 0.0027587 secs] 178156K->38368K(506816K), 0.0028525 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2020-11-19T14:57:39.386-0800: 113.543: [GC (Allocation Failure) 2020-11-19T14:57:39.386-0800: 113.543: [DefNew: 140077K->281K(157248K), 0.0026427 secs] 178144K->38348K(506816K), 0.0027427 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.457-0800: 113.613: [GC (Allocation Failure) 2020-11-19T14:57:39.457-0800: 113.613: [DefNew: 140057K->291K(157248K), 0.0027180 secs] 178124K->38364K(506816K), 0.0028070 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.533-0800: 113.689: [GC (Allocation Failure) 2020-11-19T14:57:39.533-0800: 113.689: [DefNew: 140067K->273K(157248K), 0.0027219 secs] 178140K->38348K(506816K), 0.0028133 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:39.615-0800: 113.772: [GC (Allocation Failure) 2020-11-19T14:57:39.615-0800: 113.772: [DefNew: 140049K->251K(157248K), 0.0026459 secs] 178124K->38328K(506816K), 0.0027412 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
Heap
 def new generation   total 157248K, used 109646K [0x00000007a0000000, 0x00000007aaaa0000, 0x00000007aaaa0000)
  eden space 139776K,  78% used [0x00000007a0000000, 0x00000007a6ad4a38, 0x00000007a8880000)
  from space 17472K,   1% used [0x00000007a9990000, 0x00000007a99ceef8, 0x00000007aaaa0000)
  to   space 17472K,   0% used [0x00000007a8880000, 0x00000007a8880000, 0x00000007a9990000)
 tenured generation   total 349568K, used 38076K [0x00000007aaaa0000, 0x00000007c0000000, 0x00000007c0000000)
   the space 349568K,  10% used [0x00000007aaaa0000, 0x00000007acfcf220, 0x00000007acfcf400, 0x00000007c0000000)
 Metaspace       used 32590K, capacity 34744K, committed 36440K, reserved 1081344K
  class space    used 3963K, capacity 4325K, committed 4608K, reserved 1048576K
